Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
0.9760517761965043,"InChI=1S/C37H58O11/c1-32(30(44)46-6)13-15-37(31(45)48-29-28(43)27(42)26(41)22(18-38)47-29)16-14-35(4)20(21(37)17-32)7-8-24-33(2)11-10-25(40)34(3,19-39)23(33)9-12-36(24,35)5/h7,21-29,38-43H,8-19H2,1-6H3",796.0;348.0;1044.0,2,678.3979127,406092,C37H58O11,N,COC(=O)C1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1,57.03316879:[C3H6O-H]+;59.01248932:[C2H3O2]+;71.01251984:[C3H3O2]+,UHFFFAOYSA,HDXGOQUQGUXLGE,3.424850522445214,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,HDXGOQUQGUXLGE-UHFFFAOYSA-N,3,15
0.9760517761965043,"InChI=1S/C37H58O11/c1-32(19-39)13-15-37(31(45)48-29-28(43)27(42)26(41)22(18-38)47-29)16-14-34(3)20(21(37)17-32)7-8-23-33(2)11-10-25(40)36(5,30(44)46-6)24(33)9-12-35(23,34)4/h7,21-29,38-43H,8-19H2,1-6H3",796.0;348.0;1044.0,2,678.3979127,455181,C37H58O11,N,COC(=O)C1(C)C(O)CCC2(C)C1CCC1(C)C2CC=C2C3CC(C)(CO)CCC3(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC21C,57.03316879:[C3H6O-H]+;59.01248932:[C2H3O2]+;71.01251984:[C3H3O2]+,UHFFFAOYSA,UFOHIDYWBROESX,3.424850522445214,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,UFOHIDYWBROESX-UHFFFAOYSA-N,3,15
0.97556602330556,"InChI=1S/C37H58O11/c1-19(38)46-29-24(47-28(40)18-36(8,45)31(42)43)17-34(6)23-16-26(39)37(9)21(20-10-13-27(33(4,5)44)48-30(20)41)14-15-35(37,7)22(23)11-12-25(34)32(29,2)3/h20-21,24-27,29-30,39,41,44-45H,10-18H2,1-9H3,(H,42,43)",796.0;360.0;796.0,2,678.3979127,501241,C37H58O11,N,CC(=O)OC1C(OC(=O)CC(C)(O)C(=O)O)CC2(C)C3=C(CCC2C1(C)C)C1(C)CCC(C2CCC(C(C)(C)O)OC2O)C1(C)C(O)C3,57.03316879:[C3H6O-H]+;59.01248932:[C2H3O2]+;71.01251984:[C3H4O2-H]+,UHFFFAOYSA,FEDSJMADTSLWLE,3.4231460728628234,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,FEDSJMADTSLWLE-UHFFFAOYSA-N,3,15
0.97556602330556,"InChI=1S/C37H58O11/c1-18(39)46-30(33(4,5)44)21-14-19(15-38)25-28(47-21)29(43)35(7)23-9-8-22-32(2,3)24(48-31-27(42)26(41)20(40)16-45-31)10-11-36(22)17-37(23,36)13-12-34(25,35)6/h19-28,30-31,38,40-42,44H,8-17H2,1-7H3",796.0;360.0;796.0,2,678.3979127,504077,C37H58O11,N,CC(=O)OC(C1CC(CO)C2C(O1)C(=O)C1(C)C3CCC4C(C)(C)C(OC5OCC(O)C(O)C5O)CCC45CC35CCC21C)C(C)(C)O,57.03316879:[C3H6O-H]+;59.01248932:[C2H3O2]+;71.01251984:[C3H4O2-H]+,UHFFFAOYSA,WBQXCIWJYDQQNN,3.4231460728628234,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,WBQXCIWJYDQQNN-UHFFFAOYSA-N,3,15
0.9751871960390875,"InChI=1S/C37H58O11/c1-17-25-20(47-37(43)28(17)48-32(5,6)30(37)42)13-33(7)22-10-9-21-31(3,4)23(46-29-27(41)26(40)19(39)15-44-29)11-12-35(21)16-36(22,35)14-24(34(25,33)8)45-18(2)38/h17,19-30,39-43H,9-16H2,1-8H3",808.0;360.0;796.0,2,678.3979127,388440,C37H58O11,N,CC(=O)OC1CC23CC24CCC(OC2OCC(O)C(O)C2O)C(C)(C)C4CCC3C2(C)CC3OC4(O)C(OC(C)(C)C4O)C(C)C3C12C,57.03316879:[C3H6O-H]+;59.01248932:[C2H3O2]+;71.01251984:[C3H4O2-H]+,UHFFFAOYSA,CXMFZKKIWJFZLS,3.4218168126810014,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,CXMFZKKIWJFZLS-UHFFFAOYSA-N,3,15
0.974686536198081,"InChI=1S/C37H58O11/c1-18(2)19-9-12-37(32(44)47-31-29(43)28(42)27(41)22(17-38)46-31)14-13-34(5)20(26(19)37)15-21(39)30-35(34,6)11-10-23-33(3,4)48-24(36(23,30)7)16-25(40)45-8/h19-24,26-31,38-39,41-43H,1,9-17H2,2-8H3",808.0;348.0;1068.0,2,678.3979127,446232,C37H58O11,N,C=C(C)C1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(CC(O)C4C5(C)C(CC(=O)OC)OC(C)(C)C5CCC43C)C12,57.03316879:[C3H6O-H]+;59.01248932:[C2H3O2]+;71.01251984:[C3H3O2]+,UHFFFAOYSA,IXRYSFZKSCQFAA,3.42006005636965,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,IXRYSFZKSCQFAA-UHFFFAOYSA-N,3,15
0.9693271911220189,"InChI=1S/C37H58O11/c1-32(2)12-14-37(30(43)44)15-13-34(4)19(20(37)16-32)8-9-23-33(3)17-21(39)28(48-29-27(42)26(41)25(40)22(18-38)47-29)36(6,31(45)46-7)24(33)10-11-35(23,34)5/h8,20-29,38-42H,9-18H2,1-7H3,(H,43,44)",1056.0;348.0;1044.0,2,678.3979127,455960,C37H58O11,N,COC(=O)C1(C)C(OC2OC(CO)C(O)C(O)C2O)C(O)CC2(C)C1CCC1(C)C2CC=C2C3CC(C)(C)CCC3(C(=O)O)CCC21C,57.03316879:[C3H5O]+;59.01248932:[C2H3O2]+;71.01251984:[C3H3O2]+,UHFFFAOYSA,SQWIIRMYXCLTGU,3.4012547468242476,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,SQWIIRMYXCLTGU-UHFFFAOYSA-N,3,15
0.9690963695270529,"InChI=1S/C37H58O11/c1-19(38)46-26-27-32(6)12-15-37(48-32,31(4,5)43)45-18-36(27)14-13-35-17-34(35)11-10-23(47-29-25(41)24(40)20(39)16-44-29)30(2,3)21(34)8-9-22(35)33(36,7)28(26)42/h20-29,39-43H,8-18H2,1-7H3",1044.0;360.0;796.0,2,678.3979127,358964,C37H58O11,N,CC(=O)OC1C2C3(C)CCC(C(C)(C)O)(OCC24CCC25CC26CCC(OC2OCC(O)C(O)C2O)C(C)(C)C6CCC5C4(C)C1O)O3,57.03316879:[C3H5O]+;59.01248932:[C2H3O2]+;71.01251984:[C3H4O2-H]+,UHFFFAOYSA,QSNYUAFLCYWOJS,3.4004448210811775,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,QSNYUAFLCYWOJS-UHFFFAOYSA-N,3,15
0.9690963695270529,"InChI=1S/C37H58O11/c1-17-13-20-28(32(5,6)43)48-37(47-20)27(17)34(8)24(45-18(2)38)14-36-16-35(36)12-11-23(46-29-26(41)25(40)19(39)15-44-29)31(3,4)21(35)9-10-22(36)33(34,7)30(37)42/h17,19-30,39-43H,9-16H2,1-8H3",1044.0;360.0;796.0,2,678.3979127,414363,C37H58O11,N,CC(=O)OC1CC23CC24CCC(OC2OCC(O)C(O)C2O)C(C)(C)C4CCC3C2(C)C(O)C34OC(CC(C)C3C12C)C(C(C)(C)O)O4,57.03316879:[C3H5O]+;59.01248932:[C2H3O2]+;71.01251984:[C3H4O2-H]+,UHFFFAOYSA,HZIBYJCDCHVSPK,3.4004448210811775,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,HZIBYJCDCHVSPK-UHFFFAOYSA-N,3,15
0.9690963695270529,"InChI=1S/C37H58O11/c1-18-15-21(28(32(5,6)43)46-19(2)38)48-37(44)27(18)33(7)13-14-36-17-35(36)12-11-24(47-29-26(41)25(40)20(39)16-45-29)31(3,4)22(35)9-10-23(36)34(33,8)30(37)42/h10,18,20-22,24-30,39-44H,9,11-17H2,1-8H3/t18-,20+,21+,22+,24-,25+,26+,27+,28+,29+,30+,33+,34+,35+,36-,37+/m0/s1",1044.0;360.0;796.0,2,678.3979127,552093,C37H58O11,N,CC(=O)O[C@H]([C@H]1C[C@H](C)[C@H]2[C@@](O)(O1)[C@H](O)[C@@]1(C)C3=CC[C@@H]4C(C)(C)[C@@H](O[C@H]5OC[C@@H](O)[C@@H](O)[C@H]5O)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,57.03316879:[C3H5O]+;59.01248932:[C2H3O2]+;71.01251984:[C3H4O2-H]+,MMLFAFPNSA,FTUCJLKRCLNNPB,3.4004448210811775,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,FTUCJLKRCLNNPB-MMLFAFPNSA-N,3,15
0.965968326635998,"InChI=1S/C37H58O11/c1-18-15-36(46-19(2)38,29-31(5,6)47-29)48-37(43)26(18)32(7)13-14-35-17-34(35)12-11-23(45-27-25(41)24(40)20(39)16-44-27)30(3,4)21(34)9-10-22(35)33(32,8)28(37)42/h18,20-29,39-43H,9-17H2,1-8H3",696.0;360.0;1056.0,2,678.3979127,420914,C37H58O11,N,CC(=O)OC1(C2OC2(C)C)CC(C)C2C(O)(O1)C(O)C1(C)C3CCC4C(C)(C)C(OC5OCC(O)C(O)C5O)CCC45CC35CCC21C,57.03316879:[C3H4O]+H+;59.01248932:[C2H3O2]+;71.01251984:[C3H3O2]+,UHFFFAOYSA,LIXAOMATUQKTFC,3.38946888764104,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,LIXAOMATUQKTFC-UHFFFAOYSA-N,3,15
0.9562202892826775,"InChI=1S/C37H58O11/c1-19(39)48-36(7)25-10-11-35(6)24(33(25,4)17-22(40)29(36)44)9-8-20-21-16-32(2,3)12-14-37(21,15-13-34(20,35)5)31(45)47-30-28(43)27(42)26(41)23(18-38)46-30/h8,21-30,38,40-44H,9-18H2,1-7H3",1056.0;360.0;1044.0,2,678.3979127,443322,C37H58O11,N,CC(=O)OC1(C)C(O)C(O)CC2(C)C1CCC1(C)C2CC=C2C3CC(C)(C)CCC3(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC21C,57.03316879:[C3H5O]+;59.01248932:[C2H3O2]+;71.01251984:[C3H3O2]+,UHFFFAOYSA,PDJQVYFTXJTADA,3.355264174698011,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,PDJQVYFTXJTADA-UHFFFAOYSA-N,3,15
0.954840106308015,"InChI=1S/C37H58O11/c1-17-13-20-28(32(5,6)46-18(2)38)48-37(47-20)27(17)33(7)11-12-35-16-36(35)21(9-10-22(35)34(33,8)30(37)43)31(3,4)24(14-23(36)40)45-29-26(42)25(41)19(39)15-44-29/h17,19-30,39-43H,9-16H2,1-8H3",808.0;360.0;1256.0,2,678.3979127,385653,C37H58O11,N,CC(=O)OC(C)(C)C1OC23OC1CC(C)C2C1(C)CCC24CC25C(O)CC(OC2OCC(O)C(O)C2O)C(C)(C)C5CCC4C1(C)C3O,57.03316879:[C3H6O-H]+;59.01248932:[C2H3O2]+;71.01251984:[C3H5O2-2H]+,UHFFFAOYSA,CWQHVTSRILDLMJ,3.3504212754818825,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,CWQHVTSRILDLMJ-UHFFFAOYSA-N,3,15
0.954840106308015,"InChI=1S/C37H58O11/c1-17-13-20-28(32(5,6)46-18(2)39)48-37(47-20)26(17)33(7)11-12-36-16-35(36)10-9-23(45-29-25(42)24(41)21(15-38)44-29)31(3,4)22(35)14-19(40)27(36)34(33,8)30(37)43/h17,19-30,38,40-43H,9-16H2,1-8H3",808.0;360.0;1256.0,2,678.3979127,443030,C37H58O11,N,CC(=O)OC(C)(C)C1OC23OC1CC(C)C2C1(C)CCC24CC25CCC(OC2OC(CO)C(O)C2O)C(C)(C)C5CC(O)C4C1(C)C3O,57.03316879:[C3H6O-H]+;59.01248932:[C2H3O2]+;71.01251984:[C3H5O2-2H]+,UHFFFAOYSA,OHHSWGTUSDDMKW,3.3504212754818825,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,OHHSWGTUSDDMKW-UHFFFAOYSA-N,3,15
0.954840106308015,"InChI=1S/C37H58O11/c1-17-13-20-28(32(5,6)46-18(2)38)48-37(47-20)27(17)34(8)23(40)14-36-16-35(36)12-11-24(45-29-26(42)25(41)19(39)15-44-29)31(3,4)21(35)9-10-22(36)33(34,7)30(37)43/h17,19-30,39-43H,9-16H2,1-8H3",808.0;360.0;1256.0,2,678.3979127,464609,C37H58O11,N,CC(=O)OC(C)(C)C1OC23OC1CC(C)C2C1(C)C(O)CC24CC25CCC(OC2OCC(O)C(O)C2O)C(C)(C)C5CCC4C1(C)C3O,57.03316879:[C3H6O-H]+;59.01248932:[C2H3O2]+;71.01251984:[C3H5O2-2H]+,UHFFFAOYSA,DTRXWGGYGZBFKB,3.3504212754818825,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,DTRXWGGYGZBFKB-UHFFFAOYSA-N,3,15
0.7492491956846322,"InChI=1S/C37H58O11/c1-19-33(40)27(42-5)15-31(45-19)48-34-20(2)46-30(16-28(34)43-6)47-23-9-11-35(3)22(14-23)7-8-25-32(35)26(38)17-36(4)24(10-12-37(25,36)41)21-13-29(39)44-18-21/h13,19-20,22-28,30-34,38,40-41H,7-12,14-18H2,1-6H3",796.0;696.0;960.0,2,678.3979127,457285,C37H58O11,N,COC1CC(OC2C(C)OC(OC3CCC4(C)C(CCC5C4C(O)CC4(C)C(C6=CC(=O)OC6)CCC54O)C3)CC2OC)OC(C)C1O,57.03316879:[C3H6O-H]+;59.01248932:[C2H2O2]+H+;71.01251984:[C3H3O2]+,UHFFFAOYSA,VTKGUPUSDDPRAF,2.629027026908001,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,VTKGUPUSDDPRAF-UHFFFAOYSA-N,3,15
0.7492491956846322,"InChI=1S/C37H58O11/c1-19-33(48-34-32(42)31(41)30(40)27(17-38)47-34)26(43-5)16-29(45-19)46-22-8-11-35(2)21(15-22)6-7-25-24(35)10-13-36(3)23(9-12-37(25,36)4)20-14-28(39)44-18-20/h14,19,21-27,29-34,38,40-42H,6-13,15-18H2,1-5H3",796.0;696.0;960.0,2,678.3979127,487761,C37H58O11,N,COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43C)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,57.03316879:[C3H6O-H]+;59.01248932:[C2H2O2]+H+;71.01251984:[C3H3O2]+,UHFFFAOYSA,LMZSCLAHNSQLBW,2.629027026908001,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,LMZSCLAHNSQLBW-UHFFFAOYSA-N,3,15
0.7215327255152187,"InChI=1S/C37H58O11/c1-19-10-15-37(31(44)48-29-27(41)26(40)25(39)21(47-29)18-46-7)17-16-33(3)20(28(37)36(19,6)45)8-9-22-32(2)13-12-24(38)35(5,30(42)43)23(32)11-14-34(22,33)4/h8,19,21-29,38-41,45H,9-18H2,1-7H3,(H,42,43)",796.0;796.0;796.0,2,678.3979127,489937,C37H58O11,N,COCC1OC(OC(=O)C23CCC(C)C(C)(O)C2C2=CCC4C5(C)CCC(O)C(C)(C(=O)O)C5CCC4(C)C2(C)CC3)C(O)C(O)C1O,57.03316879:[C3H6O-H]+;59.01248932:[C2H4O2-H]+;71.01251984:[C3H4O2-H]+,UHFFFAOYSA,GEGMKDORGBDYDI,2.531773203232829,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,GEGMKDORGBDYDI-UHFFFAOYSA-N,3,15
0.7148081404407335,"InChI=1S/C37H58O11/c1-7-19(2)20-10-15-36(31(44)45)17-16-33(4)21(26(20)36)8-9-23-32(3)13-12-25(35(6,30(42)43)24(32)11-14-34(23,33)5)48-37(46)29(41)28(40)27(39)22(18-38)47-37/h20-29,38-41,46H,2,7-18H2,1,3-6H3,(H,42,43)(H,44,45)/t20-,21+,22?,23+,24+,25+,26+,27+,28?,29-,32+,33+,34+,35-,36-,37+/m0/s1",1056.0;796.0;796.0,2,678.3979127,307685,C37H58O11,N,C=C(CC)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](O[C@]6(O)OC(CO)[C@@H](O)C(O)[C@@H]6O)[C@@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@@H]12,57.03316879:[C3H5O]+;59.01248932:[C2H4O2-H]+;71.01251984:[C3H4O2-H]+,ZSKQSDCOSA,OBZZDHZAFZXALP,2.508177427611863,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,OBZZDHZAFZXALP-ZSKQSDCOSA-N,3,15
0.7148081404407335,"InChI=1S/C37H58O11/c1-31(2)12-14-37(30(45)46)15-13-32(3)19(20(37)16-31)8-10-35(6)33(4)17-21(39)27(36(7,29(43)44)23(33)9-11-34(32,35)5)48-28-26(42)25(41)24(40)22(18-38)47-28/h8,20-28,38-42H,9-18H2,1-7H3,(H,43,44)(H,45,46)",1056.0;796.0;796.0,2,678.3979127,397405,C37H58O11,N,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4(C)C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C(=O)O)C5CCC34C)C2C1,57.03316879:[C3H5O]+;59.01248932:[C2H4O2-H]+;71.01251984:[C3H4O2-H]+,UHFFFAOYSA,JYRLJMGCWRCDMT,2.508177427611863,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,JYRLJMGCWRCDMT-UHFFFAOYSA-N,3,15
0.7124323546637458,"InChI=1S/C37H58O11/c1-31(2)12-14-37(30(45)48-29-26(43)25(42)24(41)21(17-38)47-29)15-13-34(5)19(27(37)36(31,7)46)8-9-23-32(3)16-20(40)28(44)33(4,18-39)22(32)10-11-35(23,34)6/h8,18,20-29,38,40-44,46H,9-17H2,1-7H3",696.0;796.0;1044.0,2,678.3979127,433724,C37H58O11,N,CC1(C=O)C(O)C(O)CC2(C)C1CCC1(C)C2CC=C2C3C(C(=O)OC4OC(CO)C(O)C(O)C4O)(CCC(C)(C)C3(C)O)CCC21C,57.03316879:[C3H4O]+H+;59.01248932:[C2H4O2-H]+;71.01251984:[C3H3O2]+,UHFFFAOYSA,PVKWLLYWAXGFFM,2.4998410756293468,57.03316879_21.0;59.01248932_999.0;71.01251984_32.9,PVKWLLYWAXGFFM-UHFFFAOYSA-N,3,15
