Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
0.9068779503600657,"InChI=1S/C16H12O5/c1-19-10-4-5-11-14(8-10)21-13-6-3-9(16(18)20-2)7-12(13)15(11)17/h3-8H,1-2H3",808.0;708.0;708.0;708.0;1224.0;448.0,2,284.0684735,423857,C16H12O5,N,COC(=O)c1ccc2oc3cc(OC)ccc3c(=O)c2c1,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,HLNNOSVYGGFKMC,148.83135575057491,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,HLNNOSVYGGFKMC-UHFFFAOYSA-N,6,12
0.9039678511664498,"InChI=1S/C16H12O5/c1-20-14-5-2-9(6-13(14)18)12-8-16(19)21-15-7-10(17)3-4-11(12)15/h2-8,17-18H,1H3",1156.0;348.0;1060.0;448.0;808.0;972.0,2,284.0684735,422321,C16H12O5,N,COc1ccc(-c2cc(=O)oc3cc(O)ccc23)cc1O,121.0289:[C7H3O2+H]+H+;123.045:[C7H7O2]+;151.04:[C8H5O3+H]+H+;163.0395:[C9H5O3+H]+H+;175.0393:[C10H8O3-H]+;227.0724:[C14H11O3]+,UHFFFAOYSA,XJDROYOXULNAIQ,148.35376777064604,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,XJDROYOXULNAIQ-UHFFFAOYSA-N,6,12
0.9033258718046193,"InChI=1S/C16H12O5/c1-20-10-3-5-11(14(18)7-10)13-8-21-15-6-9(17)2-4-12(15)16(13)19/h2-8,17-18H,1H3",708.0;348.0;1060.0;448.0;808.0;1156.0,2,284.0684735,2295,C16H12O5,N,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1,121.0289:[C7H4O2]+H+;123.045:[C7H7O2]+;151.04:[C8H5O3+H]+H+;163.0395:[C9H5O3+H]+H+;175.0393:[C10H8O3-H]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,XKHHKXCBFHUOHM,148.2484099782913,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,XKHHKXCBFHUOHM-UHFFFAOYSA-N,6,12
0.9033258718046193,"InChI=1S/C16H12O5/c1-20-14-5-2-9(6-13(14)18)12-8-21-15-7-10(17)3-4-11(15)16(12)19/h2-8,17-18H,1H3",708.0;348.0;1060.0;448.0;808.0;1156.0,2,284.0684735,2323,C16H12O5,N,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O,121.0289:[C7H4O2]+H+;123.045:[C7H7O2]+;151.04:[C8H5O3+H]+H+;163.0395:[C9H5O3+H]+H+;175.0393:[C10H8O3-H]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,ZZAJQOPSWWVMBI,148.2484099782913,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,ZZAJQOPSWWVMBI-UHFFFAOYSA-N,6,12
0.9033258718046193,"InChI=1S/C16H12O5/c1-20-15-6-9(2-5-13(15)18)12-8-21-14-7-10(17)3-4-11(14)16(12)19/h2-8,17-18H,1H3",708.0;348.0;1060.0;448.0;808.0;1156.0,2,284.0684735,24098,C16H12O5,N,COc1cc(-c2coc3cc(O)ccc3c2=O)ccc1O,121.0289:[C7H4O2]+H+;123.045:[C7H7O2]+;151.04:[C8H5O3+H]+H+;163.0395:[C9H5O3+H]+H+;175.0393:[C10H8O3-H]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,MUYAUELJBWQNDH,148.2484099782913,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,MUYAUELJBWQNDH-UHFFFAOYSA-N,6,12
0.9033258718046193,"InChI=1S/C16H12O5/c1-20-12-5-9(4-11(18)6-12)14-8-21-15-7-10(17)2-3-13(15)16(14)19/h2-8,17-18H,1H3",708.0;348.0;1060.0;448.0;808.0;1156.0,2,284.0684735,83434,C16H12O5,N,COc1cc(O)cc(-c2coc3cc(O)ccc3c2=O)c1,121.0289:[C7H4O2]+H+;123.045:[C7H7O2]+;151.04:[C8H5O3+H]+H+;163.0395:[C9H5O3+H]+H+;175.0393:[C10H8O3-H]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,CJAXVEMKKDGDQM,148.2484099782913,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,CJAXVEMKKDGDQM-UHFFFAOYSA-N,6,12
0.9033258718046193,"InChI=1S/C16H12O5/c1-20-14-6-9(17)2-4-11(14)13-8-21-15-7-10(18)3-5-12(15)16(13)19/h2-8,17-18H,1H3",708.0;348.0;1060.0;448.0;808.0;1156.0,2,284.0684735,409252,C16H12O5,N,COc1cc(O)ccc1-c1coc2cc(O)ccc2c1=O,121.0289:[C7H4O2]+H+;123.045:[C7H7O2]+;151.04:[C8H5O3+H]+H+;163.0395:[C9H5O3+H]+H+;175.0393:[C10H8O3-H]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,MXDNXMXAOOHCKT,148.2484099782913,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,MXDNXMXAOOHCKT-UHFFFAOYSA-N,6,12
0.9033258718046193,"InChI=1S/C16H12O5/c1-20-14-5-3-9(17)6-12(14)13-8-21-15-7-10(18)2-4-11(15)16(13)19/h2-8,17-18H,1H3",708.0;348.0;1060.0;448.0;808.0;1156.0,2,284.0684735,418605,C16H12O5,N,COc1ccc(O)cc1-c1coc2cc(O)ccc2c1=O,121.0289:[C7H4O2]+H+;123.045:[C7H7O2]+;151.04:[C8H5O3+H]+H+;163.0395:[C9H5O3+H]+H+;175.0393:[C10H8O3-H]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,BCOAHUDCGHXIHI,148.2484099782913,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,BCOAHUDCGHXIHI-UHFFFAOYSA-N,6,12
0.9033258718046193,"InChI=1S/C16H12O5/c1-20-10-3-5-14(18)12(7-10)13-8-21-15-6-9(17)2-4-11(15)16(13)19/h2-8,17-18H,1H3",708.0;348.0;1060.0;448.0;808.0;1156.0,2,284.0684735,455522,C16H12O5,N,COc1ccc(O)c(-c2coc3cc(O)ccc3c2=O)c1,121.0289:[C7H4O2]+H+;123.045:[C7H7O2]+;151.04:[C8H5O3+H]+H+;163.0395:[C9H5O3+H]+H+;175.0393:[C10H8O3-H]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,RKJOOKNTHXOANR,148.2484099782913,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,RKJOOKNTHXOANR-UHFFFAOYSA-N,6,12
0.9012757719881439,"InChI=1S/C16H12O5/c1-21-16(20)15-11(13(18)8-9-14(15)19)7-6-10-4-2-3-5-12(10)17/h2-5,8-9,17-19H,1H3",1185.0;1385.0;708.0;908.0;708.0;448.0,2,284.0684735,452571,C16H12O5,N,COC(=O)c1c(O)ccc(O)c1C#Cc1ccccc1O,121.0289:[C7H4O2]+H+;123.045:[C7H4O2+2H]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H4O3+2H]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,YJBSCVZENPBFIM,147.911959924578,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,YJBSCVZENPBFIM-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,1330,C16H12O5,N,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,JPMYFOBNRRGFNO,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,JPMYFOBNRRGFNO-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-11-6-13(18)15-14(7-11)21-8-12(16(15)19)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,2311,C16H12O5,N,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,KQMVAGISDHMXJJ,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,KQMVAGISDHMXJJ-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-15-6-11-14(7-13(15)18)21-8-12(16(11)19)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,7432,C16H12O5,N,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,DXYUAIFZCFRPTH,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,DXYUAIFZCFRPTH-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-14-6-11(18)7-15-16(14)12(19)8-13(21-15)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,83622,C16H12O5,N,COc1cc(O)cc2oc(-c3ccc(O)cc3)cc(=O)c12,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,YQABHAHJGSNVQR,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,YQABHAHJGSNVQR-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-13-6-11(18)7-14-15(13)16(19)12(8-21-14)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,99014,C16H12O5,N,COc1cc(O)cc2occ(-c3ccc(O)cc3)c(=O)c12,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,YSINCDVRUMTOPK,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,YSINCDVRUMTOPK-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-15-7-14-11(6-13(15)18)16(19)12(8-21-14)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,357821,C16H12O5,N,COc1cc2occ(-c3ccc(O)cc3)c(=O)c2cc1O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,UXQHNHMMYMGPAH,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,UXQHNHMMYMGPAH-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-16-8-15-11(6-13(16)19)12(18)7-14(21-15)9-2-4-10(17)5-3-9/h2-8,17,19H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,367533,C16H12O5,N,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2cc1O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,YBXVFEFEBHKROY,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,YBXVFEFEBHKROY-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-9-6-12(18)16-13(19)8-14(21-15(16)7-9)10-4-2-3-5-11(10)17/h2-8,17-18H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,375952,C16H12O5,N,COc1cc(O)c2c(=O)cc(-c3ccccc3O)oc2c1,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,PXFLNHWWYOVFDA,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,PXFLNHWWYOVFDA-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-16-13(18)7-6-11-14(19)12(8-21-15(11)16)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,388279,C16H12O5,N,COc1c(O)ccc2c(=O)c(-c3ccc(O)cc3)coc12,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,UBLJWIMJOYYSCU,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,UBLJWIMJOYYSCU-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-16-6-11-12(18)7-14(21-15(11)8-13(16)19)9-2-4-10(17)5-3-9/h2-8,17,19H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,413368,C16H12O5,N,COc1cc2c(=O)cc(-c3ccc(O)cc3)oc2cc1O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,OETSANFHEJPBHW,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,OETSANFHEJPBHW-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-13-7-6-12-14(16(13)19)15(18)11(8-21-12)9-2-4-10(17)5-3-9/h2-8,17,19H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,416024,C16H12O5,N,COc1ccc2occ(-c3ccc(O)cc3)c(=O)c2c1O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,OWOLPTZIAWJNPY,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,OWOLPTZIAWJNPY-UHFFFAOYSA-N,6,12
