Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
0.9812878231711714,"InChI=1S/C20H28O4/c1-14(6-5-7-15(2)12-19(23)24)8-9-17-16(3)18(22)10-11-20(17,4)13-21/h5-9,12,18,21-22H,10-11,13H2,1-4H3,(H,23,24)/b7-5+,9-8+,14-6+,15-12+",1044.0;696.0;896.0;808.0;696.0;348.0,2,332.1987594,40564,C20H28O4,N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(CO)CCC1O,83.0487442:[C5H7O]+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H22O3]+H+;287.2012024:[C19H27O2]+,ZMNXUKPGSA,DGCPGJKPROZYMN,340.4405728492719,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,DGCPGJKPROZYMN-ZMNXUKPGSA-N,6,13
0.9812692150412332,"InChI=1S/C20H28O4/c1-18-9-4-10-19(2,17(22)23)16(18)8-5-13-11-14(6-7-15(13)18)20(3,24)12-21/h6-7,11,16,21,24H,4-5,8-10,12H2,1-3H3,(H,22,23)",1056.0;696.0;896.0;808.0;696.0;348.0,2,332.1987594,436910,C20H28O4,N,CC(O)(CO)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,83.0487442:[C5H7O]+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H22O3]+H+;287.2012024:[C19H27O2]+,UHFFFAOYSA,AKLQGVMKOBBNLW,340.43411708546216,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,AKLQGVMKOBBNLW-UHFFFAOYSA-N,6,13
0.9812692150412332,"InChI=1S/C20H28O4/c1-12(11-21)17-13-5-8-16-19(2,14(13)6-7-15(17)22)9-4-10-20(16,3)18(23)24/h6-7,12,16,21-22H,4-5,8-11H2,1-3H3,(H,23,24)",1056.0;696.0;896.0;808.0;696.0;348.0,2,332.1987594,452833,C20H28O4,N,CC(CO)c1c(O)ccc2c1CCC1C(C)(C(=O)O)CCCC21C,83.0487442:[C5H7O]+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H22O3]+H+;287.2012024:[C19H27O2]+,UHFFFAOYSA,LJYJNFNZISKIBV,340.43411708546216,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,LJYJNFNZISKIBV-UHFFFAOYSA-N,6,13
0.9812448822562098,"InChI=1S/C20H28O4/c1-14(6-5-7-15(2)12-19(23)24)8-9-17-16(13-21)18(22)10-11-20(17,3)4/h5-9,12,18,21-22H,10-11,13H2,1-4H3,(H,23,24)/b7-5+,9-8+,14-6+,15-12+",1072.0;696.0;896.0;808.0;696.0;348.0,2,332.1987594,40566,C20H28O4,N,CC(/C=C/C1=C(CO)C(O)CCC1(C)C)=C\C=C\C(C)=C\C(=O)O,83.0487442:[C5H5O+H]+H+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H22O3]+H+;287.2012024:[C19H27O2]+,ZMNXUKPGSA,UNNCFEGUDGBPCH,340.4256752531304,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,UNNCFEGUDGBPCH-ZMNXUKPGSA-N,6,13
0.9810131474009265,"InChI=1S/C20H28O4/c1-12-13-4-5-17-19(2,7-3-8-20(17,11-21)18(22)23)15(13)10-16-14(12)6-9-24-16/h6,9,12-13,15,17,21H,3-5,7-8,10-11H2,1-2H3,(H,22,23)",1244.0;696.0;896.0;808.0;696.0;348.0,2,332.1987594,449607,C20H28O4,N,CC1c2ccoc2CC2C1CCC1C(CO)(C(=O)O)CCCC21C,83.0487442:[C5H9O-2H]+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H22O3]+H+;287.2012024:[C19H27O2]+,UHFFFAOYSA,PGRQEXADGLUWFM,340.3452789157675,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,PGRQEXADGLUWFM-UHFFFAOYSA-N,6,13
0.9810131474009265,"InChI=1S/C20H28O4/c1-12(2)5-4-6-13(3)16-8-7-14(11-21)19-17(16)9-15(20(23)24)10-18(19)22/h5,9-10,13-14,16,21-22H,4,6-8,11H2,1-3H3,(H,23,24)",1244.0;696.0;896.0;808.0;696.0;348.0,2,332.1987594,485660,C20H28O4,N,CC(C)=CCCC(C)C1CCC(CO)c2c(O)cc(C(=O)O)cc21,83.0487442:[C5H9O-2H]+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H22O3]+H+;287.2012024:[C19H27O2]+,UHFFFAOYSA,WPAIYQYGYZEDNV,340.3452789157675,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,WPAIYQYGYZEDNV-UHFFFAOYSA-N,6,13
0.9799212574135073,"InChI=1S/C20H28O4/c1-2-17(21)13-10-8-6-4-3-5-7-9-11-14-18-19(24-18)15-12-16-20(22)23/h3,5-11,13-14,17-19,21H,2,4,12,15-16H2,1H3,(H,22,23)",696.0;708.0;908.0;808.0;708.0;348.0,2,332.1987594,355069,C20H28O4,N,CCC(O)C=CC=CCC=CC=CC=CC1OC1CCCC(=O)O,83.0487442:[C5H6O]+H+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H22O3]+H+;287.2012024:[C19H27O2]+,UHFFFAOYSA,ZPAJZAMPZXISSE,339.96646686488106,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,ZPAJZAMPZXISSE-UHFFFAOYSA-N,6,13
0.9799212574135073,"InChI=1S/C20H28O4/c1-2-3-4-5-6-9-13-18(21)14-10-7-8-11-15-19(22)16-12-17-20(23)24/h3-4,6-11,14-15,18,21H,2,5,12-13,16-17H2,1H3,(H,23,24)",696.0;708.0;908.0;808.0;708.0;348.0,2,332.1987594,557166,C20H28O4,N,CCC=CCC=CCC(O)C=CC=CC=CC(=O)CCCC(=O)O,83.0487442:[C5H6O]+H+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H22O3]+H+;287.2012024:[C19H27O2]+,UHFFFAOYSA,OHBPRKWFVPVANX,339.96646686488106,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,OHBPRKWFVPVANX-UHFFFAOYSA-N,6,13
0.9796642662266856,"InChI=1S/C20H28O4/c1-2-3-6-10-17(21)13-14-18-16(12-15-19(18)22)9-7-4-5-8-11-20(23)24/h3-4,6-7,12-18,21H,2,5,8-11H2,1H3,(H,23,24)/b6-3-,7-4-,14-13+/t16-,17-,18+/m0/s1",796.0;708.0;908.0;808.0;708.0;348.0,2,332.1987594,40888,C20H28O4,N,CC/C=C\C[C@H](O)/C=C/[C@H]1C(=O)C=C[C@@H]1C/C=C\CCCC(=O)O,83.0487442:[C5H8O-H]+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H22O3]+H+;287.2012024:[C19H27O2]+,BAILPSPNSA,DIBKBAMSPPKSTJ,339.8773082869461,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,DIBKBAMSPPKSTJ-BAILPSPNSA-N,6,13
0.9796642662266856,"InChI=1S/C20H28O4/c1-2-3-6-10-17(21)13-14-18-16(12-15-19(18)22)9-7-4-5-8-11-20(23)24/h3-4,6-7,12,14-17,21H,2,5,8-11,13H2,1H3,(H,23,24)/b6-3-,7-4-,18-14+/t16-,17-/m0/s1",796.0;708.0;908.0;808.0;708.0;348.0,2,332.1987594,40895,C20H28O4,N,CC/C=C\C[C@H](O)C/C=C1/C(=O)C=C[C@@H]1C/C=C\CCCC(=O)O,83.0487442:[C5H8O-H]+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H22O3]+H+;287.2012024:[C19H27O2]+,OLBAJUCDSA,MSLYURLMFHGOET,339.8773082869461,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,MSLYURLMFHGOET-OLBAJUCDSA-N,6,13
0.9796642662266856,"InChI=1S/C20H28O4/c1-2-3-6-9-17(21)14-12-16-13-15-19(22)18(16)10-7-4-5-8-11-20(23)24/h3-4,6-7,12-14,17-18,21H,2,5,8-11,15H2,1H3,(H,23,24)",796.0;708.0;908.0;808.0;708.0;348.0,2,332.1987594,433426,C20H28O4,N,CCC=CCC(O)C=CC1=CCC(=O)C1CC=CCCCC(=O)O,83.0487442:[C5H8O-H]+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H22O3]+H+;287.2012024:[C19H27O2]+,UHFFFAOYSA,ZIFWTSFMNWFLAJ,339.8773082869461,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,ZIFWTSFMNWFLAJ-UHFFFAOYSA-N,6,13
0.9796642662266856,"InChI=1S/C20H28O4/c1-2-3-6-9-17(21)14-12-16-13-15-19(22)18(16)10-7-4-5-8-11-20(23)24/h3-4,6-7,12,14,17,21H,2,5,8-11,13,15H2,1H3,(H,23,24)",796.0;708.0;908.0;808.0;708.0;348.0,2,332.1987594,497726,C20H28O4,N,CCC=CCC(O)C=CC1=C(CC=CCCCC(=O)O)C(=O)CC1,83.0487442:[C5H8O-H]+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H22O3]+H+;287.2012024:[C19H27O2]+,UHFFFAOYSA,DQRGQQAJYRBDRP,339.8773082869461,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,DQRGQQAJYRBDRP-UHFFFAOYSA-N,6,13
0.9796642662266856,"InChI=1S/C20H28O4/c1-2-3-6-9-17(21)14-12-16-13-15-19(22)18(16)10-7-4-5-8-11-20(23)24/h3-4,6-7,12-18,21H,2,5,8-11H2,1H3,(H,23,24)/b6-3-,7-4-,14-12+/t16-,17-,18?/m0/s1",796.0;708.0;908.0;808.0;708.0;348.0,2,332.1987594,517063,C20H28O4,N,CC/C=C\C[C@H](O)/C=C/[C@H]1C=CC(=O)C1C/C=C\CCCC(=O)O,83.0487442:[C5H8O-H]+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H22O3]+H+;287.2012024:[C19H27O2]+,MIKJWJRZSA,KSIRMUMXJFWKAC,339.8773082869461,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,KSIRMUMXJFWKAC-MIKJWJRZSA-N,6,13
0.9709138319244925,"InChI=1S/C20H28O4/c1-2-3-4-10-13-18(21)16-17-19(22)14-11-8-6-5-7-9-12-15-20(23)24/h2-5,7-8,10-11,16-17,19,22H,6,9,12-15H2,1H3,(H,23,24)",796.0;708.0;908.0;808.0;972.0;348.0,2,332.1987594,557153,C20H28O4,N,CC=CC=CCC(=O)C=CC(O)CC=CCC=CCCCC(=O)O,83.0487442:[C5H8O-H]+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H23O3]+;287.2012024:[C19H27O2]+,UHFFFAOYSA,KTCWERLDKTYWFL,336.84149881680366,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,KTCWERLDKTYWFL-UHFFFAOYSA-N,6,13
0.9709071581862209,"InChI=1S/C20H28O4/c1-13-10-16(22)18-19(2,3)8-5-9-20(18,4)15(13)7-6-14(12-21)11-17(23)24/h10-12,15,18H,5-9H2,1-4H3,(H,23,24)",696.0;796.0;696.0;1291.0;796.0;348.0,2,332.1987594,421179,C20H28O4,N,CC1=CC(=O)C2C(C)(C)CCCC2(C)C1CCC(C=O)=CC(=O)O,83.0487442:[C5H6O]+H+;257.1903992:[C18H26O-H]+;259.2067871:[C18H26O]+H+;269.1911011:[C19H27O-2H]+;287.1651611:[C18H24O3-H]+;287.2012024:[C19H27O2]+,UHFFFAOYSA,VKEKGTDLIXNKKE,336.83918348054186,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,VKEKGTDLIXNKKE-UHFFFAOYSA-N,6,13
0.9709071581862209,"InChI=1S/C20H28O4/c1-13-5-7-20(4)14(2)16(12-22)10-17(20)19(13,3)8-6-15(11-21)9-18(23)24/h9,11-13,17H,5-8,10H2,1-4H3,(H,23,24)",696.0;796.0;696.0;1291.0;796.0;348.0,2,332.1987594,438887,C20H28O4,N,CC1=C(C=O)CC2C1(C)CCC(C)C2(C)CCC(C=O)=CC(=O)O,83.0487442:[C5H6O]+H+;257.1903992:[C18H26O-H]+;259.2067871:[C18H26O]+H+;269.1911011:[C19H27O-2H]+;287.1651611:[C18H24O3-H]+;287.2012024:[C19H27O2]+,UHFFFAOYSA,GCNXFAAYPBCBND,336.83918348054186,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,GCNXFAAYPBCBND-UHFFFAOYSA-N,6,13
0.9709071581862209,"InChI=1S/C20H28O4/c1-12(8-18(23)24)16(22)10-20(5)13(2)6-7-19(4)14(3)15(11-21)9-17(19)20/h11,13,17H,1,6-10H2,2-5H3,(H,23,24)",696.0;796.0;696.0;1291.0;796.0;348.0,2,332.1987594,455106,C20H28O4,N,C=C(CC(=O)O)C(=O)CC1(C)C(C)CCC2(C)C(C)=C(C=O)CC21,83.0487442:[C5H6O]+H+;257.1903992:[C18H26O-H]+;259.2067871:[C18H26O]+H+;269.1911011:[C19H27O-2H]+;287.1651611:[C18H24O3-H]+;287.2012024:[C19H27O2]+,UHFFFAOYSA,GEYOTLVJLLCPMD,336.83918348054186,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,GEYOTLVJLLCPMD-UHFFFAOYSA-N,6,13
0.9685954598985717,"InChI=1S/C20H28O4/c1-13(2)16-6-5-14(3)17(20(16,4)9-7-19(22)23)11-18(21)15-8-10-24-12-15/h8,10,12,16-18,21H,1,3,5-7,9,11H2,2,4H3,(H,22,23)",908.0;708.0;908.0;808.0;1056.0;348.0,2,332.1987594,445452,C20H28O4,N,C=C(C)C1CCC(=C)C(CC(O)c2ccoc2)C1(C)CCC(=O)O,83.0487442:[C5H4O+2H]+H+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H23O3]+;287.2012024:[C19H27O2]+,UHFFFAOYSA,XDQQBHHMLJBEPY,336.0371803671651,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,XDQQBHHMLJBEPY-UHFFFAOYSA-N,6,13
0.9684786047259734,"InChI=1S/C20H28O4/c1-13(7-8-18(22)23)6-5-10-20(4)11-9-16-12-17(21)14(2)15(3)19(16)24-20/h6,12,21H,5,7-11H2,1-4H3,(H,22,23)/b13-6+/t20-/m1/s1",972.0;708.0;908.0;808.0;1056.0;348.0,2,332.1987594,114538,C20H28O4,N,C/C(=C\CC[C@]1(C)CCc2cc(O)c(C)c(C)c2O1)CCC(=O)O,83.0487442:[C5H7O]+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H26O-H]+;287.1651611:[C18H23O3]+;287.2012024:[C19H27O2]+,QARGNGGGSA,NECINJBBPZOJSN,335.99663951772175,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,NECINJBBPZOJSN-QARGNGGGSA-N,6,13
0.9566014453421512,"InChI=1S/C20H28O4/c1-3-4-5-6-7-9-12-15-19(24-18(2)21)16-13-10-8-11-14-17-20(22)23/h12,15,19H,3-4,8,10-11,13-14,16-17H2,1-2H3,(H,22,23)",808.0;720.0;920.0;1291.0;708.0;348.0,2,332.1987594,391853,C20H28O4,N,CCCC#CC#CC=CC(CCCCCCCC(=O)O)OC(C)=O,83.0487442:[C5H8O-H]+;257.1903992:[C18H24O]+H+;259.2067871:[C18H24O+2H]+H+;269.1911011:[C19H27O-2H]+;287.1651611:[C18H22O3]+H+;287.2012024:[C19H27O2]+,UHFFFAOYSA,UCYICOKKUVBVNZ,331.8760677048733,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,UCYICOKKUVBVNZ-UHFFFAOYSA-N,6,13
0.9530084115222246,"InChI=1S/C20H28O4/c1-19-8-7-12(21)9-11(19)3-4-13-14-5-6-15(18(23)24)20(14,2)10-16(22)17(13)19/h9,13-17,22H,3-8,10H2,1-2H3,(H,23,24)/t13-,14-,15+,16+,17+,19-,20-/m0/s1",1044.0;1044.0;1044.0;808.0;796.0;348.0,2,332.1987594,301524,C20H28O4,N,C[C@]12C[C@@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)O,83.0487442:[C5H7O]+;257.1903992:[C18H25O]+;259.2067871:[C18H27O]+;269.1911011:[C19H26O-H]+;287.1651611:[C18H24O3-H]+;287.2012024:[C19H27O2]+,CAPFDLLWSA,XEFVQCSDIKHROY,330.62952773664097,83.0487442_20.0;257.1903992_86.5;259.2067871_307.4;269.1911011_142.6;287.1651611_41.9;287.2012024_999.0,XEFVQCSDIKHROY-CAPFDLLWSA-N,6,13
