Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
0.9498363493173175,"InChI=1S/C17H14O7/c1-8(18)5-3-4-6-9-14(20)12-10(19)7-11(24-2)16(22)13(12)17(23)15(9)21/h3-7,20-21,23H,1-2H3/b5-3+,6-4+",908.0;708.0;708.0;348.0;348.0;448.0,2,330.0739528,328044,C17H14O7,N,COC1=CC(=O)c2c(O)c(/C=C/C=C/C(C)=O)c(O)c(O)c2C1=O,259.0616455078125:[C14H8O5+2H]+H+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H11O6]+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,GGWOSOGESA,VCZWDDRTRQBHBT,430.41201132495894,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,VCZWDDRTRQBHBT-GGWOSOGESA-N,6,15
0.9498363493173175,"InChI=1S/C17H14O7/c1-8(18)5-3-4-6-9-14(20)12-10(19)7-11(24-2)16(22)13(12)17(23)15(9)21/h3-7,19,21-22H,1-2H3",908.0;708.0;708.0;348.0;348.0;448.0,2,330.0739528,489565,C17H14O7,N,COc1cc(O)c2c(c1O)C(=O)C(O)=C(C=CC=CC(C)=O)C2=O,259.0616455078125:[C14H8O5+2H]+H+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H11O6]+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,WMMKNWNNIQPPJX,430.41201132495894,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,WMMKNWNNIQPPJX-UHFFFAOYSA-N,6,15
0.9480506351355166,"InChI=1S/C17H14O7/c1-5-14(21)11(7(3)19)17-13(15(5)22)12-9(24-17)4-8(20)10(6(2)18)16(12)23/h4,12,20-22H,1-3H3",1044.0;708.0;708.0;348.0;348.0;448.0,2,330.0739528,407198,C17H14O7,N,CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3C2C1=O,259.0616455078125:[C14H11O5]+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H11O6]+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,RBYSUNUFZRKXPI,429.6028268447136,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,RBYSUNUFZRKXPI-UHFFFAOYSA-N,6,15
0.9453855013074984,"InChI=1S/C17H14O7/c1-22-10-3-4-11-14(15(10)17(21)23-2)16(20)13-9(19)5-8(7-18)6-12(13)24-11/h3-6,18-19H,7H2,1-2H3",908.0;448.0;348.0;908.0;360.0;460.0,2,330.0739528,312907,C17H14O7,N,COC(=O)c1c(OC)ccc2oc3cc(CO)cc(O)c3c(=O)c12,259.0616455078125:[C14H8O5+2H]+H+;270.0517883300781:[C15H11O5-H]+;271.0606994628906:[C15H11O5]+;287.0555725097656:[C15H8O6+2H]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,LIPBAIRNIBQWHJ,428.3951392128474,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,LIPBAIRNIBQWHJ-UHFFFAOYSA-N,6,15
0.9453855013074984,"InChI=1S/C17H14O7/c1-22-9-5-10(17(21)23-2)14-13(6-9)24-12-4-8(7-18)3-11(19)15(12)16(14)20/h3-6,18-19H,7H2,1-2H3",908.0;448.0;348.0;908.0;360.0;460.0,2,330.0739528,315535,C17H14O7,N,COC(=O)c1cc(OC)cc2oc3cc(CO)cc(O)c3c(=O)c12,259.0616455078125:[C14H8O5+2H]+H+;270.0517883300781:[C15H11O5-H]+;271.0606994628906:[C15H11O5]+;287.0555725097656:[C15H8O6+2H]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,IJUFSGBZRCCKSS,428.3951392128474,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,IJUFSGBZRCCKSS-UHFFFAOYSA-N,6,15
0.9453855013074984,"InChI=1S/C17H14O7/c1-22-11-5-8(7-18)6-12-14(11)16(20)15-10(24-12)4-3-9(19)13(15)17(21)23-2/h3-6,18-19H,7H2,1-2H3",908.0;448.0;348.0;908.0;360.0;460.0,2,330.0739528,325935,C17H14O7,N,COC(=O)c1c(O)ccc2oc3cc(CO)cc(OC)c3c(=O)c12,259.0616455078125:[C14H8O5+2H]+H+;270.0517883300781:[C15H11O5-H]+;271.0606994628906:[C15H11O5]+;287.0555725097656:[C15H8O6+2H]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,HPIAUNTWHZWWSS,428.3951392128474,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,HPIAUNTWHZWWSS-UHFFFAOYSA-N,6,15
0.919114767934868,"InChI=1S/C17H14O7/c1-6(18)2-7-3-8-12(9(19)4-7)17(24)13-10(20)5-11(21)16(23)14(13)15(8)22/h3-6,18-21,23H,2H2,1H3/t6-/m1/s1",1144.0;808.0;908.0;448.0;348.0;448.0,2,330.0739528,341052,C17H14O7,N,C[C@@H](O)Cc1cc(O)c2c(c1)C(=O)c1c(O)c(O)cc(O)c1C2=O,259.0616455078125:[C14H9O5+H]+H+;270.0517883300781:[C15H8O5+H]+H+;271.0606994628906:[C15H8O5+2H]+H+;287.0555725097656:[C15H9O6+H]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,ZCFIWIBFSA,NUIDZLWUURJBON,416.490731471427,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,NUIDZLWUURJBON-ZCFIWIBFSA-N,6,15
0.919114767934868,"InChI=1S/C17H14O7/c1-6(18)15(22)7-2-9-13(11(20)3-7)17(24)14-10(16(9)23)4-8(19)5-12(14)21/h2-6,15,18-22H,1H3",1144.0;808.0;908.0;448.0;348.0;448.0,2,330.0739528,348880,C17H14O7,N,CC(O)C(O)c1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,259.0616455078125:[C14H9O5+H]+H+;270.0517883300781:[C15H8O5+H]+H+;271.0606994628906:[C15H8O5+2H]+H+;287.0555725097656:[C15H9O6+H]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,BMKQPAJRQUUYGC,416.490731471427,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,BMKQPAJRQUUYGC-UHFFFAOYSA-N,6,15
0.9102966090595825,"InChI=1S/C17H14O7/c1-3-4-8-5-11-13(17(21)24-8)12-10(7-23-11)9(6-18)16(22-2)15(20)14(12)19/h3-6,19-20H,7H2,1-2H3",1224.0;708.0;708.0;696.0;348.0;448.0,2,330.0739528,403712,C17H14O7,N,CC=Cc1cc2c(c(=O)o1)-c1c(O)c(O)c(OC)c(C=O)c1CO2,259.0616455078125:[C14H10O5]+H+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H10O6]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,SHZXMBWJQUATLH,412.4948415474179,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,SHZXMBWJQUATLH-UHFFFAOYSA-N,6,15
0.9098359925854371,"InChI=1S/C17H14O7/c1-23-6-7-3-4-8-11(13(7)19)15(21)9-5-10(18)17(24-2)16(22)12(9)14(8)20/h3-5,18-19,22H,6H2,1-2H3",1144.0;808.0;908.0;448.0;360.0;460.0,2,330.0739528,550295,C17H14O7,N,COCc1ccc2c(c1O)C(=O)c1cc(O)c(OC)c(O)c1C2=O,259.0616455078125:[C14H9O5+H]+H+;270.0517883300781:[C15H8O5+H]+H+;271.0606994628906:[C15H8O5+2H]+H+;287.0555725097656:[C15H9O6+H]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,WQUIDUAYYISUHB,412.28611626202655,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,WQUIDUAYYISUHB-UHFFFAOYSA-N,6,15
0.909410898899183,"InChI=1S/C17H14O7/c1-7-4-9(19)5-11-14(7)24-17(21)12-13(20)10(6-18)15(22-3)8(2)16(12)23-11/h4-6,19-20H,1-3H3",1324.0;708.0;708.0;696.0;348.0;448.0,2,330.0739528,338804,C17H14O7,N,COc1c(C)c2c(c(O)c1C=O)C(=O)Oc1c(C)cc(O)cc1O2,259.0616455078125:[C14H12O5-H]+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H10O6]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,PJJSPQCZQQUQEZ,412.09348789121964,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,PJJSPQCZQQUQEZ-UHFFFAOYSA-N,6,15
0.909108708916627,"InChI=1S/C17H14O7/c1-5-7-3-23-4-8(7)12(18)11-9-6(2)10(17(21)22)13(19)14(20)16(9)24-15(5)11/h18-20H,3-4H2,1-2H3,(H,21,22)",1572.0;696.0;696.0;696.0;348.0;448.0,2,330.0739528,329834,C17H14O7,N,Cc1c2c(c(O)c3c1oc1c(O)c(O)c(C(=O)O)c(C)c13)COC2,259.0616455078125:[C14H10O5]+H+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H10O6]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,AEAOLRJWRKFEIC,411.956552514628,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,AEAOLRJWRKFEIC-UHFFFAOYSA-N,6,15
0.9009382772488749,"InChI=1S/C17H14O7/c1-21-9-5-10-14(7-4-11(19)23-17(7)22-10)15-13(9)6-2-3-8(18)12(6)16(20)24-15/h5,7,11,17,19H,2-4H2,1H3",1156.0;708.0;708.0;708.0;360.0;460.0,2,330.0739528,70652,C17H14O7,N,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1CC(O)OC1O2,259.0616455078125:[C14H9O5+H]+H+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H10O6]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,PFQSKXVNBUHPIW,408.2541758578093,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,PFQSKXVNBUHPIW-UHFFFAOYSA-N,6,15
0.9009382772488749,"InChI=1S/C17H14O7/c1-21-9-4-10-14(13-8(19)5-22-17(13)23-10)15-12(9)6-2-3-7(18)11(6)16(20)24-15/h4,8,13,17,19H,2-3,5H2,1H3",1156.0;708.0;708.0;708.0;360.0;460.0,2,330.0739528,408254,C17H14O7,N,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O)COC1O2,259.0616455078125:[C14H9O5+H]+H+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H10O6]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,GACWFTLPANAFAK,408.2541758578093,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,GACWFTLPANAFAK-UHFFFAOYSA-N,6,15
0.9002727664805025,"InChI=1S/C17H14O7/c1-23-17-9(6-18)2-8(3-13(17)21)11-7-24-14-5-10(19)4-12(20)15(14)16(11)22/h2-6,11,19-21H,7H2,1H3",1224.0;708.0;708.0;708.0;360.0;460.0,2,330.0739528,311701,C17H14O7,N,COc1c(O)cc(C2COc3cc(O)cc(O)c3C2=O)cc1C=O,259.0616455078125:[C14H10O5]+H+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H10O6]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,JNAHUYOGWMKQHD,407.95260408854665,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,JNAHUYOGWMKQHD-UHFFFAOYSA-N,6,15
0.9002727664805025,"InChI=1S/C17H14O7/c1-22-8-5-12(20)14-10(7-18)16(24-13(14)6-8)9-3-4-11(19)15(21)17(9)23-2/h3-7,19-21H,1-2H3",1224.0;708.0;708.0;708.0;360.0;460.0,2,330.0739528,390757,C17H14O7,N,COc1cc(O)c2c(C=O)c(-c3ccc(O)c(O)c3OC)oc2c1,259.0616455078125:[C14H11O5]+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H10O6]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,VUKCFTVODWLXPK,407.95260408854665,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,VUKCFTVODWLXPK-UHFFFAOYSA-N,6,15
0.8981706688467977,"InChI=1S/C17H14O7/c1-7-4-9(22-3)5-11-13(7)17(21)24-12-6-10(18)14(16(19)20)8(2)15(12)23-11/h4-6,18H,1-3H3,(H,19,20)",1572.0;696.0;696.0;908.0;348.0;448.0,2,330.0739528,405208,C17H14O7,N,COc1cc(C)c2c(c1)Oc1c(cc(O)c(C(=O)O)c1C)OC2=O,259.0616455078125:[C14H10O5]+H+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H8O6+2H]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,PMSOEIDIENNTHR,407.00005255566987,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,PMSOEIDIENNTHR-UHFFFAOYSA-N,6,15
0.8981706688467977,"InChI=1S/C17H14O7/c1-6-4-8(18)14-12-7(2)13(17(21)22)9(23-3)5-10(12)24-15(14)11(6)16(19)20/h4-5,18H,1-3H3,(H,19,20)(H,21,22)",1572.0;696.0;696.0;908.0;348.0;448.0,2,330.0739528,469203,C17H14O7,N,COc1cc2oc3c(C(=O)O)c(C)cc(O)c3c2c(C)c1C(=O)O,259.0616455078125:[C14H10O5]+H+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H8O6+2H]+H+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,WAQJYQQMZXSGED,407.00005255566987,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,WAQJYQQMZXSGED-UHFFFAOYSA-N,6,15
0.8925412335509074,"InChI=1S/C17H14O7/c1-6-4-9(18)7(2)15-12(6)17(22)23-11-5-10(19)13(16(20)21)8(3)14(11)24-15/h4-5,18-19H,1-3H3,(H,20,21)",1572.0;696.0;696.0;1056.0;348.0;448.0,2,330.0739528,389884,C17H14O7,N,Cc1cc(O)c(C)c2c1C(=O)Oc1cc(O)c(C(=O)O)c(C)c1O2,259.0616455078125:[C14H10O5]+H+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H11O6]+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,HETZRHDDRHBPKX,404.44911146979825,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,HETZRHDDRHBPKX-UHFFFAOYSA-N,6,15
0.8925412335509074,"InChI=1S/C17H14O7/c1-6-4-9(18)5-10-11(6)17(22)24-15-8(3)13(19)12(16(20)21)7(2)14(15)23-10/h4-5,18-19H,1-3H3,(H,20,21)",1572.0;696.0;696.0;1056.0;348.0;448.0,2,330.0739528,558913,C17H14O7,N,Cc1cc(O)cc2c1C(=O)Oc1c(C)c(O)c(C(=O)O)c(C)c1O2,259.0616455078125:[C14H10O5]+H+;270.0517883300781:[C15H10O5]+;271.0606994628906:[C15H10O5]+H+;287.0555725097656:[C15H11O6]+;315.04949951171875:[C16H11O7]+;317.06585693359375:[C16H11O7+H]+H+,UHFFFAOYSA,UWICNODCHWLIIR,404.44911146979825,259.0616455078125_27.5;270.0517883300781_333.3;271.0606994628906_35.9;287.0555725097656_122.9;315.04949951171875_999.0;317.06585693359375_45.9,UWICNODCHWLIIR-UHFFFAOYSA-N,6,15
