Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
0.7124345690708468,"InChI=1S/C20H22O7/c1-24-15-7-10(3-5-13(15)21)18-12-9-26-19(17(12)20(23)27-18)11-4-6-14(22)16(8-11)25-2/h3-8,12,17-23H,9H2,1-2H3",696.0;796.0,2,374.136553,358751,C20H22O7,N,COc1cc(C2OC(O)C3C(c4ccc(O)c(OC)c4)OCC23)ccc1O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,REZVXIYYURPOSL,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,REZVXIYYURPOSL-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-18-8-13(10-4-6-25-9-10)26-16(22)11(18)7-14(21)19(2)15(18)12-3-5-20(19,24)17(23)27-12/h3-6,9,11-15,21,24H,7-8H2,1-2H3",696.0;796.0,2,374.136553,362354,C20H22O7,N,CC12CC(c3ccoc3)OC(=O)C1CC(O)C1(C)C2C2C=CC1(O)C(=O)O2,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,DONJVJVFKRSFIY,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,DONJVJVFKRSFIY-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-10-4-16(22)20-9-26-17(23)13(20)5-12(21)6-15(20)19(10)7-14(27-18(19)24)11-2-3-25-8-11/h2-3,5,8,10,12,14-16,21-22H,4,6-7,9H2,1H3",696.0;796.0,2,374.136553,370460,C20H22O7,N,CC1CC(O)C23COC(=O)C2=CC(O)CC3C12CC(c1ccoc1)OC2=O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,JKNRUJAHBRZVTP,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,JKNRUJAHBRZVTP-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-11-7-15(21)19-10-26-17(23)20(19,24)5-2-3-14(19)18(11)8-13(27-16(18)22)12-4-6-25-9-12/h2,4-6,9,11,13-15,21,24H,3,7-8,10H2,1H3",696.0;796.0,2,374.136553,371211,C20H22O7,N,CC1CC(O)C23COC(=O)C2(O)C=CCC3C12CC(c1ccoc1)OC2=O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,INAPOERBPQJOGC,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,INAPOERBPQJOGC-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-25-17-7-11(3-5-15(17)22)19(24)14-10-27-20(13(14)9-21)12-4-6-16(23)18(8-12)26-2/h3-8,13-14,20-23H,9-10H2,1-2H3",696.0;796.0,2,374.136553,383076,C20H22O7,N,COc1cc(C(=O)C2COC(c3ccc(O)c(OC)c3)C2CO)ccc1O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,RWAKIPFJHIOZAN,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,RWAKIPFJHIOZAN-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-10-4-16-20(9-21)13(17(23)27-16)5-12(22)6-15(20)19(10)7-14(26-18(19)24)11-2-3-25-8-11/h2-3,5,8,10,12,14-16,21-22H,4,6-7,9H2,1H3",696.0;796.0,2,374.136553,386819,C20H22O7,N,CC1CC2OC(=O)C3=CC(O)CC(C14CC(c1ccoc1)OC4=O)C32CO,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,GDPYFBMNTWPGCQ,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,GDPYFBMNTWPGCQ-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-19(10-6-13(24-9-10)11-7-16(21)26-17(11)22)8-15-20(2)12(18(23)25-15)4-3-5-14(20)27-19/h4,7,9,13-15,17,22H,3,5-6,8H2,1-2H3",696.0;796.0,2,374.136553,396171,C20H22O7,N,CC1(C2=COC(C3=CC(=O)OC3O)C2)CC2OC(=O)C3=CCCC(O1)C32C,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,YZFRFSQHZCXCII,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,YZFRFSQHZCXCII-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-10-4-16-20(9-21)13(17(23)27-16)5-12(22)6-15(20)19(10)7-14(26-18(19)24)11-2-3-25-8-11/h2-3,8,10,13-16,21H,4-7,9H2,1H3",696.0;796.0,2,374.136553,405323,C20H22O7,N,CC1CC2OC(=O)C3CC(=O)CC(C14CC(c1ccoc1)OC4=O)C23CO,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,XKVPGUGIBQWRGA,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,XKVPGUGIBQWRGA-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-17-9-13(11-5-8-25-10-11)26-15(21)12(17)3-6-18(2)19(23)7-4-14(20(17,18)24)27-16(19)22/h4-5,7-8,10,12-14,23-24H,3,6,9H2,1-2H3",696.0;796.0,2,374.136553,407740,C20H22O7,N,CC12CC(c3ccoc3)OC(=O)C1CCC1(C)C3(O)C=CC(OC3=O)C21O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,XUOICAGZFSZRNN,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,XUOICAGZFSZRNN-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-25-17-5-3-11(7-15(17)22)19(24)14-10-27-20(13(14)9-21)12-4-6-18(26-2)16(23)8-12/h3-8,13-14,20-23H,9-10H2,1-2H3",696.0;796.0,2,374.136553,420021,C20H22O7,N,COc1ccc(C(=O)C2COC(c3ccc(OC)c(O)c3)C2CO)cc1O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,LJZCCAHBCMLGPF,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,LJZCCAHBCMLGPF-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-18-7-14(10-3-5-24-8-10)27-17(22)11(18)2-4-19-9-25-16(21)12(19)6-13-15(26-13)20(18,19)23/h3,5,8,11-15,23H,2,4,6-7,9H2,1H3",696.0;796.0,2,374.136553,435933,C20H22O7,N,CC12CC(c3ccoc3)OC(=O)C1CCC13COC(=O)C1CC1OC1C23O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,MKBTUVRUXJITOP,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,MKBTUVRUXJITOP-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-26-19(9-13-4-7-15(22)11-18(13)24)16(20(25)27-2)8-5-12-3-6-14(21)10-17(12)23/h3-4,6-8,10-11,19,21-24H,5,9H2,1-2H3",696.0;796.0,2,374.136553,441648,C20H22O7,N,COC(=O)C(=CCc1ccc(O)cc1O)C(Cc1ccc(O)cc1O)OC,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,XOIYYFFWMNRCSJ,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,XOIYYFFWMNRCSJ-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-24-16-6-10(3-4-14(16)21)19-12-8-27-20(13(12)9-26-19)11-5-15(22)18(23)17(7-11)25-2/h3-7,12-13,19-23H,8-9H2,1-2H3",696.0;796.0,2,374.136553,445761,C20H22O7,N,COc1cc(C2OCC3C(c4cc(O)c(O)c(OC)c4)OCC23)ccc1O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,BAMUCOAOGMYNQY,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,BAMUCOAOGMYNQY-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-10-3-5-19-16(23)26-13-8-20(19,27-14(21)17(13,19)2)18(10)7-12(25-15(18)22)11-4-6-24-9-11/h4,6,9-10,12-13,16,23H,3,5,7-8H2,1-2H3",696.0;796.0,2,374.136553,448474,C20H22O7,N,CC1CCC23C(O)OC4CC2(OC(=O)C43C)C12CC(c1ccoc1)OC2=O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,OFOZPMNKDDSNNL,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,OFOZPMNKDDSNNL-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-19(10-6-13(24-9-10)11-7-16(21)26-17(11)22)8-15-20(2)12(18(23)25-15)4-3-5-14(20)27-19/h4,7,9,13-16,21H,3,5-6,8H2,1-2H3",696.0;796.0,2,374.136553,449753,C20H22O7,N,CC1(C2=COC(C3=CC(O)OC3=O)C2)CC2OC(=O)C3=CCCC(O1)C32C,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,OJKIKHBORZQLIE,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,OJKIKHBORZQLIE-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-10-4-15-19-9-25-17(23)20(19,27-15)6-12(21)5-14(19)18(10)7-13(26-16(18)22)11-2-3-24-8-11/h2-3,8,10,12-15,21H,4-7,9H2,1H3",696.0;796.0,2,374.136553,474566,C20H22O7,N,CC1CC2OC34CC(O)CC(C15CC(c1ccoc1)OC5=O)C23COC4=O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,NSCSTGLJZSMRIY,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,NSCSTGLJZSMRIY-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-25-14-6-12(5-13(22)8-14)20-15(9-21)16(10-27-20)19(24)11-3-4-17(23)18(7-11)26-2/h3-8,15-16,20-23H,9-10H2,1-2H3",696.0;796.0,2,374.136553,476762,C20H22O7,N,COc1cc(O)cc(C2OCC(C(=O)c3ccc(O)c(OC)c3)C2CO)c1,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,PSOMGRNIAXLWFK,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,PSOMGRNIAXLWFK-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-10-4-16(22)20-9-26-17(23)13(20)5-12(21)6-15(20)19(10)7-14(27-18(19)24)11-2-3-25-8-11/h2-3,8,10,13-15,17,23H,4-7,9H2,1H3",696.0;796.0,2,374.136553,481534,C20H22O7,N,CC1CC(=O)C23COC(O)C2CC(=O)CC3C12CC(c1ccoc1)OC2=O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,NKUFRCFYNOXWAB,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,NKUFRCFYNOXWAB-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-11-8-15(21)19-10-26-17(23)20(19,24)6-2-5-14(19)18(11)9-13(27-16(18)22)12-4-3-7-25-12/h2-4,6-7,11,13-15,21,24H,5,8-10H2,1H3",696.0;796.0,2,374.136553,485165,C20H22O7,N,CC1CC(O)C23COC(=O)C2(O)C=CCC3C12CC(c1ccco1)OC2=O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,FWBDOAZPIBAABI,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,FWBDOAZPIBAABI-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-25-16-9-12(4-5-15(16)22)19-14(10-21)13-7-11(3-6-18(23)24)8-17(26-2)20(13)27-19/h4-5,7-9,14,19,21-22H,3,6,10H2,1-2H3,(H,23,24)",696.0;796.0,2,374.136553,487535,C20H22O7,N,COc1cc(C2Oc3c(OC)cc(CCC(=O)O)cc3C2CO)ccc1O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,TZAVPCIAHLZJPJ,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,TZAVPCIAHLZJPJ-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-23-17-7-11(3-5-15(17)21)19-13-9-26-20(14(13)10-25-19)27-12-4-6-16(22)18(8-12)24-2/h3-8,13-14,19-22H,9-10H2,1-2H3",696.0;796.0,2,374.136553,498875,C20H22O7,N,COc1cc(OC2OCC3C(c4ccc(O)c(OC)c4)OCC23)ccc1O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,IABRXERCCIPDNL,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,IABRXERCCIPDNL-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-10(19(22)12-3-4-15-16(5-12)25-8-24-15)11(2)20(23)13-6-17-18(7-14(13)21)27-9-26-17/h3-7,10-11,19-23H,8-9H2,1-2H3",696.0;796.0,2,374.136553,503375,C20H22O7,N,CC(C(O)c1ccc2c(c1)OCO2)C(C)C(O)c1cc2c(cc1O)OCO2,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,XKIPVJSCMKBSDW,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,XKIPVJSCMKBSDW-UHFFFAOYSA-N,2,25
0.7124345690708468,"InChI=1S/C20H22O7/c1-25-17-11-14(6-7-15(17)23)20(24)19(12-22)27-16-8-5-13(4-3-9-21)10-18(16)26-2/h3-11,19-20,22-24H,12H2,1-2H3/b4-3+/t19-,20-/m1/s1",696.0;796.0,2,374.136553,549443,C20H22O7,N,COc1cc([C@@H](O)[C@@H](CO)Oc2ccc(/C=C/C=O)cc2OC)ccc1O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,FMEUAVTJSA,LWLOALZBDOVWAE,47.2757593135487,193.08555603027344_513.9;194.0941162109375_56.8,LWLOALZBDOVWAE-FMEUAVTJSA-N,2,25
0.7068790195164346,"InChI=1S/C20H22O7/c1-22-13-7-6-11(8-15(13)23-2)14-9-12(21)18-16(24-3)10-17(25-4)19(26-5)20(18)27-14/h6-8,10,14H,9H2,1-5H3",708.0;808.0,2,374.136553,101439,C20H22O7,N,COc1ccc(C2CC(=O)c3c(OC)cc(OC)c(OC)c3O2)cc1OC,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,KDAYBJYBUBBFCG,46.907103952072596,193.08555603027344_513.9;194.0941162109375_56.8,KDAYBJYBUBBFCG-UHFFFAOYSA-N,2,25
0.7068790195164346,"InChI=1S/C20H22O7/c1-11-9-14(22)17(13(20(11)26-5)10-27-12(2)21)19(23)18-15(24-3)7-6-8-16(18)25-4/h6-9,22H,10H2,1-5H3",708.0;808.0,2,374.136553,340417,C20H22O7,N,COc1cccc(OC)c1C(=O)c1c(O)cc(C)c(OC)c1COC(C)=O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,CWWCKIYAPMTJLY,46.907103952072596,193.08555603027344_513.9;194.0941162109375_56.8,CWWCKIYAPMTJLY-UHFFFAOYSA-N,2,25
0.7068790195164346,"InChI=1S/C20H22O7/c1-21-14-7-11-13(8-15(14)22-2)26-9-12-10-6-16(23-3)19(24-4)20(25-5)18(10)27-17(11)12/h6-8,12,17H,9H2,1-5H3",708.0;808.0,2,374.136553,348896,C20H22O7,N,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,VNXYHRRGEDIKJZ,46.907103952072596,193.08555603027344_513.9;194.0941162109375_56.8,VNXYHRRGEDIKJZ-UHFFFAOYSA-N,2,25
0.7068790195164346,"InChI=1S/C20H22O7/c1-10-16(22)20(26-4)19-15(18(10)25-3)17(23)12(9-27-19)7-11-5-6-13(24-2)8-14(11)21/h5-6,8,12,21-22H,7,9H2,1-4H3",708.0;808.0,2,374.136553,370640,C20H22O7,N,COc1ccc(CC2COc3c(OC)c(O)c(C)c(OC)c3C2=O)c(O)c1,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,BWBMGXRBGCGOPN,46.907103952072596,193.08555603027344_513.9;194.0941162109375_56.8,BWBMGXRBGCGOPN-UHFFFAOYSA-N,2,25
0.7068790195164346,"InChI=1S/C20H22O7/c1-10(22)11-5-13-14(9-21)19(27-20(13)17(6-11)26-4)12-7-15(24-2)18(23)16(8-12)25-3/h5-8,14,19,21,23H,9H2,1-4H3",708.0;808.0,2,374.136553,414951,C20H22O7,N,COc1cc(C2Oc3c(OC)cc(C(C)=O)cc3C2CO)cc(OC)c1O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,UKUDCHLJBHCTLX,46.907103952072596,193.08555603027344_513.9;194.0941162109375_56.8,UKUDCHLJBHCTLX-UHFFFAOYSA-N,2,25
0.7068790195164346,"InChI=1S/C20H22O7/c1-18(13-8-14(25-17(13)22)11-5-7-24-10-11)9-15-19(2)12(16(21)26-15)4-3-6-20(19,23)27-18/h4-5,7,10,13-15,23H,3,6,8-9H2,1-2H3",708.0;808.0,2,374.136553,442726,C20H22O7,N,CC1(C2CC(c3ccoc3)OC2=O)CC2OC(=O)C3=CCCC(O)(O1)C32C,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,YEXRBYBPNHPJRD,46.907103952072596,193.08555603027344_513.9;194.0941162109375_56.8,YEXRBYBPNHPJRD-UHFFFAOYSA-N,2,25
0.7068790195164346,"InChI=1S/C20H22O7/c1-5-10(2)19(23)25-9-11-6-13(21)17-15(26-11)8-14-12(18(17)22)7-16(27-14)20(3,4)24/h5-6,8,16,22,24H,7,9H2,1-4H3",708.0;808.0,2,374.136553,447470,C20H22O7,N,CC=C(C)C(=O)OCc1cc(=O)c2c(O)c3c(cc2o1)OC(C(C)(C)O)C3,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,PWBQERDUTAUICC,46.907103952072596,193.08555603027344_513.9;194.0941162109375_56.8,PWBQERDUTAUICC-UHFFFAOYSA-N,2,25
0.7068790195164346,"InChI=1S/C20H22O7/c1-22-13-7-6-11(8-15(13)23-2)14-9-12(21)18-16(27-14)10-17(24-3)19(25-4)20(18)26-5/h6-8,10,14H,9H2,1-5H3",708.0;808.0,2,374.136553,451389,C20H22O7,N,COc1ccc(C2CC(=O)c3c(cc(OC)c(OC)c3OC)O2)cc1OC,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,HFKPIRGXRKMHJS,46.907103952072596,193.08555603027344_513.9;194.0941162109375_56.8,HFKPIRGXRKMHJS-UHFFFAOYSA-N,2,25
0.7068790195164346,"InChI=1S/C20H22O7/c1-10-15(21)20(26-4)19-14(18(10)25-3)17(23)12(9-27-19)8-11-6-5-7-13(24-2)16(11)22/h5-7,12,21-22H,8-9H2,1-4H3",708.0;808.0,2,374.136553,504041,C20H22O7,N,COc1cccc(CC2COc3c(OC)c(O)c(C)c(OC)c3C2=O)c1O,193.08555603027344:[C11H12O3]+H+;194.0941162109375:[C11H12O3+H]+H+,UHFFFAOYSA,VYQRDDWHTRSYGE,46.907103952072596,193.08555603027344_513.9;194.0941162109375_56.8,VYQRDDWHTRSYGE-UHFFFAOYSA-N,2,25
